,ReviewTitle_new,ReviewBody_new,Product
3738,good,good,boAt Rockerz 255
3739,good,good,boAt Rockerz 255
3740,warranty site maintenance,left headphone stopped working suddenly,boAt Rockerz 255
3741,wire log,not like dis product,boAt Rockerz 255
3742,paisa wasool boat rockerz,product superb sound quality awsome superb bass battery backup good paisa wasool star,boAt Rockerz 255
3743,loved product,product good well looking also great like sound design product,boAt Rockerz 255
3744,appreciation,worth,boAt Rockerz 255
3745,not durable,one side ear piece not working use month,boAt Rockerz 255
3746,defective earphone arrive,think earphone le sound friend earphone model plz change earphone,boAt Rockerz 255
3747,osum product beet samsung level,osum truele best product belo r use samsung level iam not satisfied boat osum,boAt Rockerz 255
3748,nice product packaging quality quite poor bye amazon,sound quality good earphone bass also good battery life quite low hr,boAt Rockerz 255
3749,average earphone not best one,battery life better time taken powering long easy carry look classy,boAt Rockerz 255
3750,average earphone not best one,battery life better time taken powering long easy carry look classy,boAt Rockerz 255
3751,built mic issue,extremely poor functionality within day delivery mic bluetooth stopped working highly disappointed,boAt Rockerz 255
3752,usful sport,good sound battery built quality eartips mic,boAt Rockerz 255
3753,highly recommended,good,boAt Rockerz 255
3754,sound noise isolation not satisfying l,wish buy bluetooth earphone basic sound consider basic choice,boAt Rockerz 255
3755,not satisfactory,sound could better earpiece big fit pain sometime,boAt Rockerz 255
3756,ok quality,not wow good entry level product could lot better option,boAt Rockerz 255
3757,com,good performance great price purchased one sale price value money,boAt Rockerz 255
3758,problem playing music,min stop working need change song mobile stop play music,boAt Rockerz 255
3759,try buy fast,product good battery life also good sound quality awesome connectivity fast,boAt Rockerz 255
3760,nice product,best audio quality price range got r sale,boAt Rockerz 255
3761,poor sound,sound quality not good not able listen song due high bass,boAt Rockerz 255
3762,best quality,amazing earphone best sound qualityand nice appearancealso lite weightsgood battery back,boAt Rockerz 255
3763,superb sound decent noise cancellation,loved pair earphone,boAt Rockerz 255
3764,excellent,not made running gym workout,boAt Rockerz 255
3765,worth money,good listening quality sound simple use,boAt Rockerz 255
3766,no sound left side ear plug,no sound left side ear plug,boAt Rockerz 255
3767,gud sound gud battery life problem contivity problem,product got defective contivety problem returned refund,boAt Rockerz 255
3768,good,everything good,boAt Rockerz 255
3769,stopped working within week,product sent stopped working within week not buy waste money,boAt Rockerz 255
3770,go forit,goog,boAt Rockerz 255
3771,good product,good,boAt Rockerz 255
3772,better quality,better quality,boAt Rockerz 255
3773,look classy,good purchase sale good sound quality connectivity,boAt Rockerz 255
3774,not work power failure,month old gone nt working power failure wat type product man,boAt Rockerz 255
3775,great never expected amazing,durability wait result rest amazing review ing month,boAt Rockerz 255
3776,terrible battery life,battery life terrible drop within two minute regret buying headphone,boAt Rockerz 255
3777,worth,amazing bass sound quality worth rupee nice battery backup good build quality,boAt Rockerz 255
3778,best budget wireless earphone,built quality absolutely marvellous sound fantastic battery life amazing range le,boAt Rockerz 255
3779,battery time not acceptable,full charge barely last hour using brand perform much better,boAt Rockerz 255
3780,battery time not acceptable,full charge barely last hour using brand perform much better,boAt Rockerz 255
3781,much needed want bt head set,bass awesomebattery life quality multiple connection not working,boAt Rockerz 255
3782,ex ordinary bass,amazing sound,boAt Rockerz 255
3783,best quality,really nice product liked lot clear sound good battery backup,boAt Rockerz 255
3784,boat rocker rocking ear phone,tried first time boat product fully satisfied requirement,boAt Rockerz 255
3785,super bass level,super bass level shape adaptable ear perfect fitting earpiece,boAt Rockerz 255
3786,,unpacking see box bad condition sound quality not good,boAt Rockerz 255
3787,decent headphone price,noise cancellation could better sound quality decent battery life awesome,boAt Rockerz 255
3788,good sound,nice product really not stuck nicely ear always fall little movement,boAt Rockerz 255
3789,give branded competitor run money,good sound price good bass good battery life durable,boAt Rockerz 255
3790,superb,really awesome headphone sound quality build superb look also excellent go,boAt Rockerz 255
3791,good,nice product got cheap rate easy carry comfortable little le sound quality connectivity,boAt Rockerz 255
3792,boat rocker sport bluetooth,product good three star le battery backup finally good product boat,boAt Rockerz 255
3793,excellent product,good sound extra bass love music go superb product fom boat thanks amazon,boAt Rockerz 255
3794,nice purchase lightning deal,sound quality good,boAt Rockerz 255
3795,worth purchase,awesome sound battery life amazing last day case always hanging neck,boAt Rockerz 255
3796,nice,nice,boAt Rockerz 255
3797,awesome,good product value money,boAt Rockerz 255
3798,amazing,good price found btconnectivity issue beginning otherwise excellent product,boAt Rockerz 255
3799,good,good product,boAt Rockerz 255
3800,good,good product,boAt Rockerz 255
3801,not think much grab,go awesome product,boAt Rockerz 255
3802,sound enhancer not good,not satisfaction level not buy chinees assembled product go ahead jbl sony,boAt Rockerz 255
3803,utility product reasonable price,utility product reasonable price value money,boAt Rockerz 255
3804,worth buying,awesome great sound delivered ad,boAt Rockerz 255
3805,great build quality average sound,build quality quite good prefer better vocal music baa definitely bother,boAt Rockerz 255
3806,awesome,really super working sound quality bass super really tnq shipping company amazon delivery,boAt Rockerz 255
3807,absolutely favourite,hear everything clearly volume level low becomes high raise full volume,boAt Rockerz 255
3808,complaint faulty product,within one month left side bud stopped working hardly used time want replaced,boAt Rockerz 255
3809,poor sound quality,not expect sound quality poor not get reason music stop,boAt Rockerz 255
3810,headset ruff,headset not working properly answering tha call bluetooth getting disconnected automatically,boAt Rockerz 255
3811,good,like,boAt Rockerz 255
3812,not good,not like product within month purchase one ear bud not working,boAt Rockerz 255
3813,one,perfect fit earsnice sound qualityoverall value money product,boAt Rockerz 255
3814,equilizer not adjustable,wire lengthy real prob not adjust equilizer music sometimes distortion sound call,boAt Rockerz 255
3815,music good not calling,sound quality good mic not good not useful calling,boAt Rockerz 255
3816,okay,okay,boAt Rockerz 255
3817,warranty replacement issue,one side earphone not working year warranty want replace replace,boAt Rockerz 255
3818,voice breaking call,making call voice break no clarity talk call music good voice break making call,boAt Rockerz 255
3819,,love product,boAt Rockerz 255
3820,,love product,boAt Rockerz 255
3821,boat rockerz awesome,awesome good sound quality brought rupee summer salebuild quality superb,boAt Rockerz 255
3822,go,good sound quality best price,boAt Rockerz 255
3823,not suitable pubg player,overall good product mic function not work pubg,boAt Rockerz 255
3824,good product quality bass,one good problem change not go beyond hour,boAt Rockerz 255
3825,value money,sound good built quality average battery life good,boAt Rockerz 255
3826,worth price,like soundthe flexibilitydislike basscan improved,boAt Rockerz 255
3827,descent,got sound quality good not fall running worth,boAt Rockerz 255
3828,worth price,using past one month battery life good sound decent,boAt Rockerz 255
3829,nice product,good product sound quality good thanks amazon delivered product day,boAt Rockerz 255
3830,nice product good sound effect,battery life six hour not bad,boAt Rockerz 255
3831,best earphone used till date,best earphone used using house marley skullcandy inkd bass amazing beat good,boAt Rockerz 255
3832,good,good,boAt Rockerz 255
3833,nice one go,good product,boAt Rockerz 255
3834,nice bro,raining driving bike use,boAt Rockerz 255
3835,must,good quality excellent connectivity,boAt Rockerz 255
3836,brand always brand,boat brand item awesome,boAt Rockerz 255
3837,ok,not ok,boAt Rockerz 255
3838,call way voice not clear eritating sound,sound quality better call way sound rupter not clear eritating sound,boAt Rockerz 255
3839,disappointed no boat customer care india kindly help issue,like like sound quality comfortable month sound come le,boAt Rockerz 255
3840,disappointed no boat customer care india kindly help issue,like like sound quality comfortable month sound come le,boAt Rockerz 255
